timestamp_ns,timestamp_sec,leg_front_r_2,leg_front_l_1,leg_front_l_2,leg_front_r_1,leg_front_l_3,leg_front_r_3,leg_back_r_1,leg_back_r_3,leg_back_l_1,leg_back_r_2,leg_back_l_2,leg_back_l_3
1757027447410294663,1757027447.4102948,-0.3250130844116211,-0.02170303344726565,0.3295907211303711,0.02818801879882815,-0.6966485595703125,0.7004623031616211,0.04726150512695315,0.6997003173828125,-0.019794731140136745,-0.07705394744873045,0.31776420593261717,-0.6997003173828125
1757027447447080960,1757027447.4470809,-0.28495780944824217,-0.01598098754882815,0.3250130844116211,0.01788833618164065,-0.6966485595703125,0.7004623031616211,0.04382827758789065,0.69931884765625,-0.018268852233886745,-0.004573745727539047,0.26473896026611327,-0.6997003173828125
1757027447483908091,1757027447.4839082,-0.24795429229736327,-0.01598098754882815,0.3227242660522461,0.0033924865722656516,-0.6966485595703125,0.7004623031616211,0.03123977661132815,0.697030029296875,-0.016742973327636745,0.07324798583984377,0.21362106323242186,-0.6997003173828125
1757027447520531776,1757027447.5205317,-0.20637409210205077,-0.01598098754882815,0.30899040222167967,-0.008814544677734348,-0.6966485595703125,0.7004623031616211,0.01636245727539065,0.6829156494140625,-0.010257987976074245,0.14649112701416017,0.17585556030273436,-0.6997003173828125
1757027447555525132,1757027447.555525,-0.16593734741210936,-0.01598098754882815,0.26855461120605467,-0.01606246948242185,-0.6966485595703125,0.7004623031616211,0.014455108642578152,0.6646051025390625,-0.009876518249511745,0.20447547912597658,0.14457408905029295,-0.6997003173828125
1757027447592073334,1757027447.5920732,-0.14266769409179686,-0.014836578369140652,0.22849933624267577,-0.027507514953613255,-0.6966485595703125,0.7004623031616211,0.005299835205078152,0.6489638900756836,-0.005680351257324245,0.257119255065918,0.11062328338623045,-0.6997003173828125
1757027447628808613,1757027447.6288087,-0.10375682830810545,-0.009877471923828152,0.19493000030517577,-0.029414863586425755,-0.6966485595703125,0.7004623031616211,0.0033915328979492454,0.6379012680053711,-0.0011027145385742454,0.3009882736206055,0.07743446350097655,-0.6997003173828125
1757027447663637504,1757027447.6636374,-0.06904212951660155,-0.007207183837890652,0.17509262084960936,-0.030940742492675755,-0.6966485595703125,0.7004623031616211,0.0033915328979492454,0.6276015853881836,0.006526679992675755,0.3357029724121094,0.04806129455566405,-0.6997003173828125
1757027447699982335,1757027447.6999824,-0.022121353149414047,-0.0033924865722656516,0.14533798217773436,-0.033229560852050755,-0.6966485595703125,0.7004623031616211,0.0033915328979492454,0.6192092514038086,0.012248725891113255,0.3666020202636719,0.01258365631103514,-0.6997003173828125
1757027447735004746,1757027447.7350047,0.01678951263427736,0.0011851501464843484,0.12473861694335936,-0.038188667297363255,-0.6966485595703125,0.7004623031616211,0.0003397750854492454,0.6153945541381836,0.022166938781738255,0.3925429153442383,-0.034338073730468766,-0.6997003173828125
1757027447771626709,1757027447.7716267,0.06714447021484377,0.013773651123046848,0.09231273651123045,-0.045436592102050755,-0.6966485595703125,0.7004623031616211,-0.005000801086425755,0.6108169174194336,0.03628227233886716,0.4158125686645508,-0.09384735107421877,-0.6997003173828125
1757027447806397618,1757027447.8063977,0.12398441314697267,0.024837226867675755,0.05149452209472655,-0.055736274719238255,-0.6966485595703125,0.7004623031616211,-0.013011665344238255,0.6111983871459961,0.04925224304199216,0.4402266311645508,-0.15068729400634767,-0.6997003173828125
1757027447841425863,1757027447.841426,0.18463905334472658,0.029796333312988255,-0.0026751327514648593,-0.06451007843017575,-0.6966485595703125,0.7004623031616211,-0.021022529602050755,0.6108169174194336,0.06069633483886716,0.4623528289794922,-0.20905311584472658,-0.6997003173828125
1757027447876146736,1757027447.8761468,0.23270423889160158,0.038570137023925755,-0.04539974212646486,-0.07671710968017575,-0.6966485595703125,0.7004623031616211,-0.024455757141113255,0.6104354476928711,0.06756278991699216,0.4875298309326172,-0.265511589050293,-0.6997003173828125
1757027447911016498,1757027447.9110165,0.2521601486206055,0.056117744445800755,-0.07439239501953127,-0.08892509460449216,-0.6966485595703125,0.7004623031616211,-0.036662788391113255,0.6100539779663086,0.08358451843261716,0.5199557113647462,-0.3158665466308594,-0.69931884765625
1757027447947590293,1757027447.9475904,0.2712336349487305,0.06412860870361325,-0.07744415283203127,-0.09769889831542966,-0.6966485595703125,0.7004623031616211,-0.046199531555175755,0.6035689926147461,0.08472892761230466,0.5577212142944337,-0.3688917922973633,-0.6928338623046875
1757027447984554185,1757027447.9845543,0.2948847579956055,0.07404682159423825,-0.09308441162109377,-0.10494682312011716,-0.6966485595703125,0.7004623031616211,-0.048488349914550755,0.5856389617919922,0.08625480651855466,0.6080761718750001,-0.4188652801513672,-0.6668929672241211
1757027448019369557,1757027448.0193694,0.3177738952636719,0.08396503448486325,-0.13657291412353517,-0.11372062683105466,-0.6966485595703125,0.7004623031616211,-0.047343940734863255,0.5570287322998047,0.09655448913574216,0.6698752212524415,-0.4757052230834961,-0.6413344955444336
1757027448056099185,1757027448.0560992,0.3536320495605469,0.10227653503417966,-0.19608314514160158,-0.12707206726074216,-0.6966485595703125,0.7000808334350586,-0.046962471008300755,0.5169734573364257,0.11066982269287107,0.7415924835205079,-0.5336895751953126,-0.6222610092163086
1757027448092724887,1757027448.092725,0.4036055374145508,0.11829826354980466,-0.251015739440918,-0.13584587097167966,-0.6966485595703125,0.6993178939819336,-0.043529243469238255,0.47196002960205075,0.12363979339599607,0.8148356246948243,-0.5767956542968751,-0.6195907211303711
