timestamp_ns,timestamp_sec,leg_front_r_2,leg_front_l_1,leg_front_l_2,leg_front_r_1,leg_front_l_3,leg_front_r_3,leg_back_r_1,leg_back_r_3,leg_back_l_1,leg_back_r_2,leg_back_l_2,leg_back_l_3
1757027693945343808,1757027693.9453437,-0.3875750732421875,-0.20938899993896487,0.29182426452636717,0.23838165283203128,-0.6966485595703125,0.7004623031616211,0.3566382217407227,0.287707290649414,-0.26546504974365237,0.01030452728271486,0.04424659729003905,-0.308306655883789
1757027693982244850,1757027693.982245,-0.387193603515625,-0.22312191009521487,0.29258720397949217,0.2536404418945313,-0.6966485595703125,0.7004623031616211,0.3802902984619141,0.2571887588500976,-0.2894985961914063,0.01068599700927736,0.04195777893066405,-0.2735919570922851
1757027694017088245,1757027694.0170882,-0.387193603515625,-0.23876312255859378,0.29258720397949217,0.2688992309570313,-0.6966485595703125,0.7004623031616211,0.4050858306884766,0.22705265045166012,-0.3127682495117188,0.01106746673583986,0.04119483947753905,-0.24192901611328121
1757027694053770230,1757027694.0537703,-0.3875750732421875,-0.2524960327148438,0.29258720397949217,0.2833950805664063,-0.697030029296875,0.7004623031616211,0.4275925445556641,0.19958587646484371,-0.3352749633789063,0.01106746673583986,0.04081336975097655,-0.21179290771484371
1757027694088189476,1757027694.0881894,-0.387193603515625,-0.2650845336914063,0.29258720397949217,0.2948391723632813,-0.6966485595703125,0.7004623031616211,0.446285514831543,0.17593475341796871,-0.3562567520141602,0.01106746673583986,0.03928749084472655,-0.18585296630859371
1757027694123430629,1757027694.1234307,-0.3875750732421875,-0.2757656860351563,0.29258720397949217,0.3059027481079102,-0.6966485595703125,0.7004623031616211,0.4626887130737305,0.1549529647827148,-0.3741858291625977,0.01106746673583986,0.03547279357910155,-0.1652526473999023
1757027694157773301,1757027694.1577733,-0.3875750732421875,-0.2856838989257813,0.29220573425292967,0.3146765518188477,-0.6966485595703125,0.7004623031616211,0.4764216232299805,0.1354980087280273,-0.3875372695922852,0.01106746673583986,0.03318397521972655,-0.1442718124389648
1757027694192685806,1757027694.1926858,-0.3875750732421875,-0.2940771865844727,0.29258720397949217,0.3234503555297852,-0.6966485595703125,0.7004623031616211,0.488247184753418,0.11909481048583981,-0.3989813613891602,0.01106746673583986,0.03280250549316405,-0.1259612655639648
1757027694228080404,1757027694.2280803,-0.3875750732421875,-0.3005621719360352,0.29258720397949217,0.3314612197875977,-0.6966485595703125,0.7004623031616211,0.5008356857299805,0.10383602142333981,-0.4069931793212891,0.01106746673583986,0.03280250549316405,-0.1122274017333984
1757027694264473130,1757027694.2644732,-0.3875750732421875,-0.3104803848266602,0.29258720397949217,0.3398535537719727,-0.6966485595703125,0.7004623031616211,0.5115177917480469,0.0866689300537109,-0.4214890289306641,0.01106746673583986,0.03280250549316405,-0.0927724456787109
1757027694301108244,1757027694.3011081,-0.387193603515625,-0.3200171279907227,0.29258720397949217,0.3512976455688477,-0.6966485595703125,0.7004623031616211,0.5256321716308594,0.0660695648193359,-0.4314072418212891,0.01106746673583986,0.03203956604003905,-0.0702657318115234
1757027694339598487,1757027694.3395987,-0.3875750732421875,-0.3314612197875977,0.29258720397949217,0.3635056304931641,-0.6966485595703125,0.7004623031616211,0.5386021423339844,0.0431813812255859,-0.4443772125244141,0.01106746673583986,0.03013126373291014,-0.046232185363769496
1757027694376216342,1757027694.3762164,-0.3875750732421875,-0.3436682510375977,0.29258720397949217,0.3749497222900391,-0.6966485595703125,0.7004623031616211,0.5561497497558594,0.018766365051269496,-0.4596360015869141,0.01106746673583986,0.02784244537353514,-0.021818122863769496
1757027694411176218,1757027694.4111762,-0.3875750732421875,-0.3547318267822266,0.29258720397949217,0.3856308746337891,-0.697030029296875,0.7004623031616211,0.5740797805786133,-0.004121818542480504,-0.4771845626831055,0.01106746673583986,0.02707950592041014,0.004121818542480504
1757027694447876444,1757027694.4478765,-0.3875750732421875,-0.3692276763916016,0.29258720397949217,0.3993637847900391,-0.6966485595703125,0.7004623031616211,0.5901015090942383,-0.03006271362304691,-0.498928337097168,0.01106746673583986,0.02593509674072264,0.03197006225585941
1757027694482625856,1757027694.4826257,-0.3875750732421875,-0.3795273590087891,0.29258720397949217,0.4115708160400391,-0.697030029296875,0.7004623031616211,0.6099379348754883,-0.05676559448242191,-0.518001823425293,0.01106746673583986,0.02593509674072264,0.05829147338867191
1757027694517436751,1757027694.5174367,-0.387193603515625,-0.3924973297119141,0.29258720397949217,0.4237788009643555,-0.697030029296875,0.7004623031616211,0.6290123748779297,-0.08156112670898441,-0.5386021423339844,0.01106746673583986,0.02593509674072264,0.08346942901611332
1757027694552168830,1757027694.5521686,-0.3868121337890625,-0.4024155426025391,0.29258720397949217,0.435604362487793,-0.697030029296875,0.7004623031616211,0.6473229217529297,-0.10368732452392582,-0.5572941589355469,0.01106746673583986,0.02555362701416014,0.10635761260986332
1757027694590658998,1757027694.5906591,-0.387193603515625,-0.4134781646728516,0.29258720397949217,0.444759635925293,-0.697030029296875,0.7004623031616211,0.6641075897216797,-0.12657550811767582,-0.5756047058105469,0.01106746673583986,0.02555362701416014,0.13039020538330082
1757027694625157745,1757027694.6251576,-0.387193603515625,-0.4222529220581055,0.29258720397949217,0.453151969909668,-0.697030029296875,0.7004623031616211,0.6778404998779297,-0.14221576690673832,-0.5908644485473633,0.01106746673583986,0.02517215728759764,0.14793876647949222
1757027694660324805,1757027694.6603248,-0.3875750732421875,-0.4283564376831055,0.29258720397949217,0.461544303894043,-0.697030029296875,0.7004623031616211,0.6900475311279297,-0.15861991882324222,-0.6034529495239258,0.01106746673583986,0.02517215728759764,0.16472343444824222
1757027694694995218,1757027694.6949952,-0.387193603515625,-0.437130241394043,0.29258720397949217,0.469173698425293,-0.697030029296875,0.7004623031616211,0.7041628646850586,-0.17693046569824222,-0.6168043899536133,0.01106746673583986,0.02517215728759764,0.18150810241699222
1757027694731745833,1757027694.7317457,-0.3868121337890625,-0.4466669845581055,0.29258720397949217,0.479091911315918,-0.697030029296875,0.7004623031616211,0.7186587142944336,-0.19485954284667972,-0.6339705276489258,0.01106746673583986,0.02517215728759764,0.20134548187255863
1757027694768559651,1757027694.7685597,-0.3868121337890625,-0.4535334396362305,0.29258720397949217,0.4882481384277344,-0.697030029296875,0.7004623031616211,0.7339175033569336,-0.21393302917480472,-0.6469404983520508,0.01106746673583986,0.02479068756103514,0.21965602874755863
1757027694804190859,1757027694.8041909,-0.3868121337890625,-0.4649775314331055,0.29258720397949217,0.4985478210449219,-0.697030029296875,0.7004623031616211,0.7522280502319336,-0.23567775726318363,-0.6614373016357422,0.01144893646240236,0.02402774810791014,0.23949245452880863
1757027694840374715,1757027694.8403747,-0.3864306640625,-0.4748957443237305,0.29258720397949217,0.5080845642089844,-0.697030029296875,0.7004623031616211,0.769776611328125,-0.25894741058349613,-0.6774590301513672,0.01183040618896486,0.02364627838134764,0.26352600097656254
1757027694875175702,1757027694.8751757,-0.3860491943359375,-0.4829075622558594,0.29258720397949217,0.5176213073730469,-0.697030029296875,0.7004623031616211,0.786561279296875,-0.28107360839843754,-0.6900475311279297,0.01183040618896486,0.02250186920166014,0.28183654785156254
1757027694913581259,1757027694.9135814,-0.3860491943359375,-0.4935887145996094,0.29258720397949217,0.5279209899902344,-0.697030029296875,0.7004623031616211,0.8052532958984375,-0.30319885253906254,-0.7095024871826172,0.01144893646240236,0.02212039947509764,0.30739501953125004
1757027694948483116,1757027694.948483,-0.3864306640625,-0.5031254577636719,0.29296867370605467,0.5382206726074219,-0.6966485595703125,0.7004623031616211,0.8212759780883789,-0.32608703613281254,-0.7262881088256836,0.01144893646240236,0.02097599029541014,0.32685092926025394
1757027694983083862,1757027694.9830837,-0.3868121337890625,-0.5107548522949219,0.29296867370605467,0.5485213088989258,-0.697030029296875,0.7004623031616211,0.8380606460571289,-0.34706882476806644,-0.7396395492553711,0.01106746673583986,0.02059452056884764,0.34592441558837894
1757027695017994311,1757027695.0179942,-0.3868121337890625,-0.5202915954589844,0.29296867370605467,0.5550062942504883,-0.6966485595703125,0.7004623031616211,0.8510306167602539,-0.36461643218994144,-0.7579500961303711,0.01106746673583986,0.02097599029541014,0.36766819000244144
1757027695055136054,1757027695.055136,-0.3868121337890625,-0.5286839294433594,0.29258720397949217,0.5637800979614258,-0.6966485595703125,0.7004623031616211,0.8662894058227539,-0.38559726715087894,-0.7732088851928711,0.01106746673583986,0.02021305084228514,0.38674263000488285
1757027695089343355,1757027695.0893433,-0.3868121337890625,-0.5359318542480469,0.29258720397949217,0.5740797805786133,-0.6966485595703125,0.7004623031616211,0.8834564971923828,-0.40734199523925785,-0.78885009765625,0.01106746673583986,0.01983158111572264,0.40810493469238285
1757027695124203896,1757027695.1242037,-0.3868121337890625,-0.5435622024536133,0.29258720397949217,0.5790388870239258,-0.6966485595703125,0.7004623031616211,0.8956635284423828,-0.42527107238769535,-0.8022015380859375,0.01106746673583986,0.01983158111572264,0.42565254211425785
