time_since_fade_in (s),phase_,amp (rad),freq (Hz),motor_idx,policy_output,command (rad),motor_position (rad),motor_velocity (rad/s)
0.00211476,0.0132874,0.2,1,1,0.00265741,0.00265741,0.00801571,-0.0158768
0.00445284,0.0279781,0.2,1,1,0.00559488,0.00559488,0.00801571,-0.0158768
0.00943528,0.0592836,0.2,1,1,0.0118498,0.0118498,0.00801571,0.0158768
0.0134643,0.0845988,0.2,1,1,0.0168996,0.0168996,0.00801571,0.0158768
0.0178167,0.111946,0.2,1,1,0.0223425,0.0223425,0.00801571,0.0158768
0.0196878,0.123702,0.2,1,1,0.0246773,0.0246773,0.00801571,0.0158768
0.0253363,0.159193,0.2,1,1,0.0317042,0.0317042,0.00801571,0.0158768
0.0294114,0.184797,0.2,1,1,0.0367495,0.0367495,0.00839718,0.0476227
0.0316926,0.19913,0.2,1,1,0.0395634,0.0395634,0.00839718,0.0476227
0.0386679,0.242958,0.2,1,1,0.0481149,0.0481149,0.00839718,0.0158768
0.0404722,0.254294,0.2,1,1,0.0503125,0.0503125,0.00839718,0.0158768
0.0444477,0.279273,0.2,1,1,0.0551314,0.0551314,0.00839718,0.0158768
0.0493703,0.310203,0.2,1,1,0.0610503,0.0610503,0.00916012,0.0793686
0.0540689,0.339725,0.2,1,1,0.0666456,0.0666456,0.010686,0.238098
0.0573928,0.36061,0.2,1,1,0.0705689,0.0705689,0.0122119,0.333336
0.0596873,0.375027,0.2,1,1,0.0732595,0.0732595,0.0133563,0.396828
0.066376,0.417052,0.2,1,1,0.0810135,0.0810135,0.0156451,0.428574
0.0676849,0.425277,0.2,1,1,0.0825146,0.0825146,0.016408,0.365082
0.0743077,0.466889,0.2,1,1,0.0900221,0.0900221,0.0175525,0.269844
0.0774073,0.486364,0.2,1,1,0.093483,0.093483,0.0190783,0.396828
0.0796846,0.500673,0.2,1,1,0.0960033,0.0960033,0.0213671,0.46032
0.0864689,0.5433,0.2,1,1,0.103393,0.103393,0.023656,0.492065
0.0876871,0.550954,0.2,1,1,0.1047,0.1047,0.0270892,0.714287
0.0942811,0.592386,0.2,1,1,0.111668,0.111668,0.030141,0.84127
0.0956867,0.601217,0.2,1,1,0.113129,0.113129,0.0331927,0.809525
0.10391,0.652888,0.2,1,1,0.121497,0.121497,0.0354825,0.682541
0.104645,0.657503,0.2,1,1,0.122228,0.122228,0.0373898,0.587303
0.10936,0.68713,0.2,1,1,0.126864,0.126864,0.0392972,0.523811
0.114174,0.717375,0.2,1,1,0.131482,0.131482,0.041586,0.523811
0.117438,0.737882,0.2,1,1,0.134544,0.134544,0.0446378,0.587303
0.119703,0.752115,0.2,1,1,0.136637,0.136637,0.0469266,0.650795
0.124441,0.781884,0.2,1,1,0.140923,0.140923,0.0499783,0.714287
0.129465,0.813452,0.2,1,1,0.145333,0.145333,0.0526486,0.777779
0.134278,0.843694,0.2,1,1,0.149421,0.149421,0.0557004,0.746033
0.135693,0.852583,0.2,1,1,0.150597,0.150597,0.0591336,0.777779
0.142662,0.896371,0.2,1,1,0.156213,0.156213,0.0618039,0.777779
0.143683,0.902786,0.2,1,1,0.157011,0.157011,0.0640927,0.650795
0.149384,0.938604,0.2,1,1,0.161347,0.161347,0.066763,0.650795
0.153424,0.963993,0.2,1,1,0.164295,0.164295,0.0701962,0.714287
0.15739,0.988908,0.2,1,1,0.167085,0.167085,0.0740109,0.904762
0.160468,1.00825,0.2,1,1,0.16918,0.16918,0.0770627,0.968254
0.164454,1.03329,0.2,1,1,0.171798,0.171798,0.0801144,0.777779
