time_since_fade_in (s),phase_,amp (rad),freq (Hz),motor_idx,policy_output,command (rad),motor_position (rad),motor_velocity (rad/s)
0.000477674,0.00300131,0.5,1,0,0.00150065,0.00150065,0.0503142,0.0158768
0.00200389,0.0125908,0.5,1,0,0.00629524,0.00629524,0.0499327,0.0158768
0.00981743,0.0616847,0.5,1,0,0.0308228,0.0308228,0.0499327,-0.0158768
0.0105203,0.066101,0.5,1,0,0.0330264,0.0330264,0.0499327,-0.0158768
0.01664,0.104552,0.5,1,0,0.0521808,0.0521808,0.0499327,0.0158768
0.0194502,0.122209,0.5,1,0,0.0609526,0.0609526,0.0499327,0.0158768
0.0236604,0.148663,0.5,1,0,0.0740579,0.0740579,0.0499327,0.0158768
0.0259939,0.163324,0.5,1,0,0.0812997,0.0812997,0.0503142,0.0476227
0.0324114,0.203647,0.5,1,0,0.101121,0.101121,0.0506957,0.0793686
0.0339817,0.213513,0.5,1,0,0.105947,0.105947,0.0510772,0.111115
0.0400834,0.251851,0.5,1,0,0.124599,0.124599,0.0518401,0.14286
0.0436609,0.274329,0.5,1,0,0.135451,0.135451,0.0518401,0.111115
0.0459959,0.289,0.5,1,0,0.142497,0.142497,0.053366,0.174606
0.0524935,0.329826,0.5,1,0,0.161939,0.161939,0.0548919,0.365082
0.0539946,0.339258,0.5,1,0,0.166394,0.166394,0.0571807,0.492065
0.0600393,0.377238,0.5,1,0,0.184177,0.184177,0.0602324,0.650795
0.0637127,0.400319,0.5,1,0,0.194856,0.194856,0.0632842,0.746033
0.0659956,0.414663,0.5,1,0,0.201441,0.201441,0.0667174,0.777779
0.0733784,0.46105,0.5,1,0,0.222444,0.222444,0.0701506,0.873016
0.0740929,0.46554,0.5,1,0,0.224453,0.224453,0.0758727,1.12698
0.0798099,0.50146,0.5,1,0,0.240353,0.240353,0.0808318,1.34921
0.0837145,0.525994,0.5,1,0,0.251036,0.251036,0.0861724,1.28571
0.0859897,0.540289,0.5,1,0,0.257192,0.257192,0.0926574,1.47619
0.0918407,0.577052,0.5,1,0,0.272778,0.272778,0.0983794,1.53968
0.0957961,0.601905,0.5,1,0,0.283107,0.283107,0.10601,1.66667
0.0996954,0.626405,0.5,1,0,0.293118,0.293118,0.111732,1.69841
0.103774,0.652028,0.5,1,0,0.3034,0.3034,0.118217,1.53968
