time_since_fade_in (s),phase_,amp (rad),freq (Hz),motor_idx,policy_output,command (rad),motor_position (rad),motor_velocity (rad/s)
0.00128016,0.00804349,0.2,1,1,0.00160868,0.00160868,0.00877865,0.0158768
0.00253802,0.0159468,0.2,1,1,0.00318923,0.00318923,0.00877865,0.0158768
0.00946443,0.0594667,0.2,1,1,0.0118863,0.0118863,0.00877865,0.0158768
0.0105593,0.0663458,0.2,1,1,0.0132594,0.0132594,0.00877865,0.0158768
0.0176482,0.110887,0.2,1,1,0.0221319,0.0221319,0.00877865,0.0158768
0.0194583,0.12226,0.2,1,1,0.0243912,0.0243912,0.00877865,0.0158768
0.024527,0.154108,0.2,1,1,0.0306997,0.0306997,0.00877865,0.0158768
0.0277305,0.174236,0.2,1,1,0.0346711,0.0346711,0.00877865,0.0158768
0.033098,0.207961,0.2,1,1,0.0412931,0.0412931,0.00877865,0.0158768
0.0345401,0.217022,0.2,1,1,0.0430644,0.0430644,0.00877865,0.0158768
0.0404022,0.253855,0.2,1,1,0.0502274,0.0502274,0.00916012,0.0476227
0.0425361,0.267262,0.2,1,1,0.0528184,0.0528184,0.00954159,0.0793686
0.0497473,0.312571,0.2,1,1,0.0615013,0.0615013,0.0103045,0.14286
0.0505441,0.317578,0.2,1,1,0.0624533,0.0624533,0.0125933,0.365082
0.0577247,0.362695,0.2,1,1,0.070959,0.070959,0.016408,0.682541
0.0595477,0.374149,0.2,1,1,0.0730962,0.0730962,0.0186969,0.746033
0.0644163,0.404739,0.2,1,1,0.0787558,0.0787558,0.0209857,0.619049
0.067431,0.423682,0.2,1,1,0.0822239,0.0822239,0.0240374,0.650795
0.0722047,0.453675,0.2,1,1,0.0876544,0.0876544,0.0278521,0.777779
0.0763855,0.479944,0.2,1,1,0.0923459,0.0923459,0.0331927,1.12698
0.0794315,0.499083,0.2,1,1,0.0957241,0.0957241,0.0381528,1.34921
0.0844448,0.530583,0.2,1,1,0.101207,0.101207,0.0431119,1.25397
0.0882118,0.554251,0.2,1,1,0.105261,0.105261,0.0476895,1.19048
0.0927404,0.582705,0.2,1,1,0.110057,0.110057,0.0515042,1.06349
0.0945455,0.594047,0.2,1,1,0.111944,0.111944,0.0557004,1
0.100538,0.631697,0.2,1,1,0.118103,0.118103,0.061041,1.15873
0.102535,0.644245,0.2,1,1,0.120119,0.120119,0.0648557,1.15873
0.108795,0.683578,0.2,1,1,0.126314,0.126314,0.0686703,1.03175
0.111383,0.699842,0.2,1,1,0.128819,0.128819,0.073248,1.06349
0.11759,0.73884,0.2,1,1,0.134686,0.134686,0.0778256,1.15873
0.11946,0.750588,0.2,1,1,0.136414,0.136414,0.0820218,1.09524
0.124388,0.781554,0.2,1,1,0.140877,0.140877,0.086218,1.03175
0.128343,0.806403,0.2,1,1,0.14436,0.14436,0.0904141,1.12698
0.131388,0.825535,0.2,1,1,0.146982,0.146982,0.0934659,0.968254
0.137191,0.861995,0.2,1,1,0.151828,0.151828,0.0972806,0.904762
0.140372,0.881982,0.2,1,1,0.1544,0.1544,0.101859,1
0.142542,0.895618,0.2,1,1,0.156119,0.156119,0.106437,1.09524
0.149542,0.9396,0.2,1,1,0.161464,0.161464,0.10987,1.03175
0.15133,0.950833,0.2,1,1,0.16278,0.16278,0.114448,1.03175
0.157168,0.987515,0.2,1,1,0.166932,0.166932,0.118644,1.09524
0.159333,1.00112,0.2,1,1,0.168415,0.168415,0.122077,1
0.16433,1.03252,0.2,1,1,0.171719,0.171719,0.12551,0.873016
0.168285,1.05736,0.2,1,1,0.174213,0.174213,0.129325,0.936508
0.17309,1.08755,0.2,1,1,0.177099,0.177099,0.132758,0.936508
0.174537,1.09665,0.2,1,1,0.177936,0.177936,0.13581,0.809525
0.180439,1.13373,0.2,1,1,0.1812,0.1812,0.138862,0.746033
0.182541,1.14694,0.2,1,1,0.182302,0.182302,0.143058,0.873016
0.189736,1.19214,0.2,1,1,0.185833,0.185833,0.146491,0.968254
0.190538,1.19719,0.2,1,1,0.186203,0.186203,0.149161,0.84127
0.199358,1.2526,0.2,1,1,0.189961,0.189961,0.151832,0.746033
0.200072,1.25709,0.2,1,1,0.190239,0.190239,0.154121,0.650795
0.204275,1.2835,0.2,1,1,0.191803,0.191803,0.157172,0.682541
0.207378,1.30299,0.2,1,1,0.192871,0.192871,0.160225,0.777779
0.212153,1.333,0.2,1,1,0.194372,0.194372,0.163658,0.682541
0.216329,1.35923,0.2,1,1,0.195541,0.195541,0.165184,0.650795
0.219334,1.37811,0.2,1,1,0.196299,0.196299,0.167473,0.555557
0.224374,1.40978,0.2,1,1,0.197413,0.197413,0.16938,0.523811
0.228329,1.43464,0.2,1,1,0.198149,0.198149,0.171669,0.555557
0.232699,1.46209,0.2,1,1,0.19882,0.19882,0.174339,0.650795
0.234547,1.4737,0.2,1,1,0.199058,0.199058,0.176247,0.619049
0.240197,1.5092,0.2,1,1,0.199621,0.199621,0.177391,0.396828
0.242543,1.52394,0.2,1,1,0.199781,0.199781,0.178154,0.30159
0.249565,1.56806,0.2,1,1,0.199999,0.199999,0.17968,0.30159
0.250543,1.57421,0.2,1,1,0.199999,0.199999,0.181587,0.365082
