time_since_fade_in (s),phase_,amp (rad),freq (Hz),motor_idx,policy_output,command (rad),motor_position (rad),motor_velocity (rad/s)
0.00439894,0.0276394,0.5,1,0,0.0138179,0.0138179,0.0503142,0.0158768
0.00580668,0.0364845,0.5,1,0,0.0182382,0.0182382,0.0503142,0.0158768
0.0128398,0.0806751,0.5,1,0,0.0402938,0.0402938,0.0503142,0.0158768
0.0137999,0.0867071,0.5,1,0,0.0432992,0.0432992,0.0503142,0.0158768
0.0195078,0.122571,0.5,1,0,0.0611324,0.0611324,0.0503142,0.0158768
0.0227089,0.142684,0.5,1,0,0.0711004,0.0711004,0.0503142,0.0158768
0.0278853,0.175209,0.5,1,0,0.0871568,0.0871568,0.0503142,0.0158768
0.031428,0.197468,0.5,1,0,0.0980934,0.0980934,0.0506957,0.0158768
0.0345403,0.217023,0.5,1,0,0.107662,0.107662,0.0510772,0.0793686
0.0396578,0.249177,0.5,1,0,0.123303,0.123303,0.0514586,0.14286
0.0417971,0.262619,0.5,1,0,0.129805,0.129805,0.0522216,0.174606
0.0483367,0.303709,0.5,1,0,0.149531,0.149531,0.053366,0.206352
0.0498114,0.312974,0.5,1,0,0.153945,0.153945,0.0556548,0.396828
0.0553692,0.347895,0.5,1,0,0.17046,0.17046,0.0602324,0.809525
0.0595136,0.373935,0.5,1,0,0.182641,0.182641,0.0651915,1.09524
0.0653073,0.410338,0.5,1,0,0.19946,0.19946,0.0701506,1.19048
0.0660304,0.414881,0.5,1,0,0.201541,0.201541,0.078543,1.60318
0.0735411,0.462073,0.5,1,0,0.222902,0.222902,0.0865538,1.95238
0.0742569,0.46657,0.5,1,0,0.224913,0.224913,0.0957091,2.14286
0.0795764,0.499993,0.5,1,0,0.23971,0.23971,0.106773,2.49206
0.0833581,0.523754,0.5,1,0,0.250067,0.250067,0.116309,2.52381
0.087485,0.549684,0.5,1,0,0.261209,0.261209,0.128516,2.61905
0.0914685,0.574714,0.5,1,0,0.271797,0.271797,0.139579,2.90476
0.094603,0.594408,0.5,1,0,0.280009,0.280009,0.152549,3.12698
0.0995075,0.625224,0.5,1,0,0.29264,0.29264,0.1659,3.25397
0.104296,0.655312,0.5,1,0,0.304703,0.304703,0.179253,3.28571
0.108185,0.679748,0.5,1,0,0.314298,0.314298,0.191841,3.22222
0.109841,0.69015,0.5,1,0,0.318326,0.318326,0.203667,3.12698
0.115428,0.725258,0.5,1,0,0.331664,0.331664,0.215874,3
0.118577,0.74504,0.5,1,0,0.339001,0.339001,0.226555,2.90476
0.125492,0.788492,0.5,1,0,0.354646,0.354646,0.238,2.90476
0.126213,0.793018,0.5,1,0,0.356237,0.356237,0.2483,2.77778
0.133633,0.839638,0.5,1,0,0.372201,0.372201,0.258218,2.49206
0.134353,0.844167,0.5,1,0,0.373709,0.373709,0.267373,2.49206
0.139504,0.876532,0.5,1,0,0.384262,0.384262,0.278055,2.42857
0.143436,0.901238,0.5,1,0,0.392048,0.392048,0.286447,2.30159
0.147511,0.926837,0.5,1,0,0.399862,0.399862,0.296747,2.36508
0.150634,0.946459,0.5,1,0,0.405675,0.405675,0.304758,2.33333
0.155376,0.976254,0.5,1,0,0.414202,0.414202,0.313532,2.23809
0.159509,1.00222,0.5,1,0,0.421335,0.421335,0.323069,2.30159
0.163436,1.0269,0.5,1,0,0.427849,0.427849,0.332606,2.26984
0.167489,1.05236,0.5,1,0,0.434298,0.434298,0.340235,2.26984
0.171519,1.07768,0.5,1,0,0.440432,0.440432,0.350153,2.30159
0.174579,1.09691,0.5,1,0,0.444901,0.444901,0.358165,2.1746
0.179455,1.12755,0.5,1,0,0.451681,0.451681,0.366939,2.14286
0.182591,1.14725,0.5,1,0,0.455819,0.455819,0.376476,2.20635
0.187964,1.18101,0.5,1,0,0.462496,0.462496,0.383724,2.07936
0.19063,1.19776,0.5,1,0,0.465613,0.465613,0.392116,2.04762
