time_since_fade_in (s),phase_,amp (rad),freq (Hz),motor_idx,policy_output,command (rad),motor_position (rad),motor_velocity (rad/s)
0.00159988,0.0100523,0.5,1,2,0.00502607,0.00502607,0.0260143,-0.238098
0.00776784,0.0488067,0.5,1,2,0.0243937,0.0243937,0.0263958,-0.0793686
0.0104186,0.0654623,0.5,1,2,0.0327078,0.0327078,0.0263958,0.0476227
0.0159701,0.100343,0.5,1,2,0.0500873,0.0500873,0.0263958,0.0476227
0.0191408,0.120266,0.5,1,2,0.0599879,0.0599879,0.0263958,0.0158768
0.0234255,0.147187,0.5,1,2,0.0733279,0.0733279,0.0260143,-0.0158768
0.0277364,0.174273,0.5,1,2,0.0866962,0.0866962,0.0256328,-0.0793686
0.0317899,0.199742,0.5,1,2,0.0992081,0.0992081,0.0252514,-0.0793686
0.0336063,0.211155,0.5,1,2,0.104795,0.104795,0.0252514,-0.0476227
0.039151,0.245993,0.5,1,2,0.12176,0.12176,0.0260143,0.0476227
0.0432574,0.271794,0.5,1,2,0.13423,0.13423,0.0267772,0.174606
0.0455987,0.286505,0.5,1,2,0.141301,0.141301,0.029066,0.365082
0.0519802,0.326601,0.5,1,2,0.160413,0.160413,0.0332622,0.746033
0.0536052,0.336811,0.5,1,2,0.16524,0.16524,0.035551,0.873016
0.0596872,0.375026,0.5,1,2,0.183148,0.183148,0.0386028,0.714287
0.0616055,0.387079,0.5,1,2,0.188742,0.188742,0.0405101,0.650795
0.0677551,0.425718,0.5,1,2,0.206487,0.206487,0.0439434,0.650795
0.0703679,0.442135,0.5,1,2,0.213935,0.213935,0.0492839,1
0.0769237,0.483326,0.5,1,2,0.232363,0.232363,0.0546245,1.31746
0.0776359,0.487801,0.5,1,2,0.234342,0.234342,0.0595836,1.28571
0.0837314,0.5261,0.5,1,2,0.251082,0.251082,0.0656871,1.38095
0.0876871,0.550955,0.5,1,2,0.26175,0.26175,0.0698833,1.31746
0.0922251,0.579467,0.5,1,2,0.273789,0.273789,0.073699,1
0.0936113,0.588177,0.5,1,2,0.277423,0.277423,0.079421,1.22222
0.099123,0.622808,0.5,1,2,0.291659,0.291659,0.0847616,1.4127
0.10322,0.648547,0.5,1,2,0.302015,0.302015,0.0927724,1.57143
0.105631,0.663699,0.5,1,2,0.308017,0.308017,0.0992574,1.8254
