time_since_fade_in (s),phase_,amp (rad),freq (Hz),motor_idx,policy_output,command (rad),motor_position (rad),motor_velocity (rad/s)
0.000993481,0.00624223,0.5,1,3,0.00312109,0.00312109,-0.0258992,0.0158768
0.00770143,0.0483895,0.5,1,3,0.0241853,0.0241853,-0.0258992,0.0158768
0.0107851,0.0677645,0.5,1,3,0.0338563,0.0338563,-0.0258992,0.0158768
0.0130011,0.0816883,0.5,1,3,0.0407988,0.0407988,-0.0258992,0.0158768
0.0187334,0.117705,0.5,1,3,0.0587168,0.0587168,-0.0258992,0.0158768
0.0227344,0.142845,0.5,1,3,0.0711797,0.0711797,-0.0258992,0.0476227
0.0250009,0.157085,0.5,1,3,0.07822,0.07822,-0.0251363,0.111115
0.0320201,0.201188,0.5,1,3,0.0999169,0.0999169,-0.0236104,0.269844
0.0330165,0.207449,0.5,1,3,0.102982,0.102982,-0.022466,0.365082
0.0398413,0.25033,0.5,1,3,0.123862,0.123862,-0.0182698,0.619049
0.0409995,0.257607,0.5,1,3,0.127384,0.127384,-0.0133107,1.12698
0.0476633,0.299477,0.5,1,3,0.14751,0.14751,-0.00797012,1.28571
0.050691,0.318501,0.5,1,3,0.156572,0.156572,-0.00110367,1.47619
0.0537876,0.337957,0.5,1,3,0.16578,0.16578,0.00614426,1.76191
0.0577773,0.363025,0.5,1,3,0.177552,0.177552,0.0149181,2.01587
0.0627575,0.394317,0.5,1,3,0.192089,0.192089,0.0229299,2.11111
0.0657953,0.413404,0.5,1,3,0.200865,0.200865,0.0328481,2.26984
0.0711332,0.446943,0.5,1,3,0.216105,0.216105,0.0435292,2.55556
0.0747426,0.469622,0.5,1,3,0.226274,0.226274,0.0534475,2.52381
0.0796551,0.500488,0.5,1,3,0.239927,0.239927,0.0641286,2.61905
0.081,0.508938,0.5,1,3,0.243625,0.243625,0.0751912,2.74603
0.086847,0.545676,0.5,1,3,0.259498,0.259498,0.0870177,2.84127
0.0907956,0.570485,0.5,1,3,0.27002,0.27002,0.0976989,2.80952
0.0946418,0.594652,0.5,1,3,0.28011,0.28011,0.108762,2.68254
0.0996812,0.626316,0.5,1,3,0.293082,0.293082,0.119443,2.80952
0.101003,0.634621,0.5,1,3,0.296436,0.296436,0.13165,2.93651
0.10773,0.676887,0.5,1,3,0.313185,0.313185,0.143095,2.90476
0.110674,0.695384,0.5,1,3,0.32034,0.32034,0.153776,2.71429
0.114617,0.720157,0.5,1,3,0.329751,0.329751,0.16522,2.74603
0.117773,0.739991,0.5,1,3,0.33714,0.33714,0.176283,2.90476
0.123965,0.778898,0.5,1,3,0.351248,0.351248,0.187727,2.84127
0.125771,0.790241,0.5,1,3,0.355261,0.355261,0.198026,2.71429
0.131139,0.82397,0.5,1,3,0.366924,0.366924,0.208327,2.5873
0.133777,0.840545,0.5,1,3,0.372503,0.372503,0.219771,2.71429
0.139723,0.877904,0.5,1,3,0.384701,0.384701,0.230452,2.77778
0.141006,0.885964,0.5,1,3,0.387263,0.387263,0.240752,2.61905
0.14758,0.927272,0.5,1,3,0.399993,0.399993,0.249907,2.46032
0.15079,0.947445,0.5,1,3,0.405963,0.405963,0.260207,2.49206
0.153012,0.961404,0.5,1,3,0.409998,0.409998,0.270889,2.61905
0.159788,1.00398,0.5,1,3,0.421807,0.421807,0.2789,2.36508
0.160997,1.01157,0.5,1,3,0.423834,0.423834,0.288818,2.33333
0.167619,1.05318,0.5,1,3,0.4345,0.4345,0.298736,2.42857
0.169001,1.06187,0.5,1,3,0.436633,0.436633,0.306366,2.20635
0.177013,1.1122,0.5,1,3,0.448338,0.448338,0.315902,2.20635
0.177727,1.11669,0.5,1,3,0.449327,0.449327,0.324295,2.20635
0.183805,1.15488,0.5,1,3,0.457374,0.457374,0.332307,2.11111
0.186725,1.17323,0.5,1,3,0.461002,0.461002,0.341462,2.14286
0.189004,1.18755,0.5,1,3,0.463728,0.463728,0.350236,2.07936
0.195898,1.23086,0.5,1,3,0.471389,0.471389,0.356721,2.01587
0.197015,1.23788,0.5,1,3,0.472546,0.472546,0.363587,1.85714
0.203572,1.27908,0.5,1,3,0.478876,0.478876,0.371979,1.88889
0.206703,1.29876,0.5,1,3,0.481612,0.481612,0.378083,1.8254
0.21065,1.32355,0.5,1,3,0.484795,0.484795,0.385331,1.66667
0.213854,1.34368,0.5,1,3,0.48716,0.48716,0.391053,1.66667
0.219497,1.37914,0.5,1,3,0.490845,0.490845,0.398683,1.73016
0.221008,1.38864,0.5,1,3,0.491727,0.491727,0.404024,1.66667
0.226897,1.42563,0.5,1,3,0.494741,0.494741,0.409746,1.34921
0.230686,1.44944,0.5,1,3,0.496323,0.496323,0.415086,1.4127
0.233786,1.46892,0.5,1,3,0.497408,0.497408,0.419664,1.28571
0.237795,1.49411,0.5,1,3,0.498531,0.498531,0.425005,1.22222
0.242662,1.52469,0.5,1,3,0.499469,0.499469,0.429201,1.25397
0.247503,1.5551,0.5,1,3,0.499938,0.499938,0.433016,1.06349
0.250701,1.5752,0.5,1,3,0.499995,0.499995,0.436449,0.904762
0.253824,1.59482,0.5,1,3,0.499856,0.499856,0.441026,1.03175
0.257805,1.61984,0.5,1,3,0.499399,0.499399,0.44446,1
0.262818,1.65133,0.5,1,3,0.498379,0.498379,0.44713,0.809525
0.266819,1.67647,0.5,1,3,0.497211,0.497211,0.4498,0.682541
0.270738,1.7011,0.5,1,3,0.495762,0.495762,0.453615,0.746033
0.274673,1.72582,0.5,1,3,0.494004,0.494004,0.455523,0.777779
