time_since_fade_in (s),phase_,amp (rad),freq (Hz),motor_idx,policy_output,command (rad),motor_position (rad),motor_velocity (rad/s)
0.0045948,0.0288699,0.5,1,2,0.014433,0.014433,0.0279216,-0.587303
0.00773398,0.048594,0.5,1,2,0.0242875,0.0242875,0.0256328,-0.682541
0.0125811,0.0790492,0.5,1,2,0.0394835,0.0394835,0.0252514,-0.396828
0.0167199,0.105054,0.5,1,2,0.0524305,0.0524305,0.0241069,-0.206352
0.0206159,0.129534,0.5,1,2,0.0645858,0.0645858,0.023344,-0.206352
0.022798,0.143244,0.5,1,2,0.0713775,0.0713775,0.0225811,-0.206352
0.0285751,0.179543,0.5,1,2,0.0892897,0.0892897,0.0218181,-0.174606
0.0325247,0.204359,0.5,1,2,0.10147,0.10147,0.0218181,-0.111115
0.0348018,0.218666,0.5,1,2,0.108464,0.108464,0.0221996,0.0476227
0.0416977,0.261995,0.5,1,2,0.129504,0.129504,0.0237255,0.206352
0.0427961,0.268896,0.5,1,2,0.132834,0.132834,0.0260143,0.396828
0.0485005,0.304738,0.5,1,2,0.150021,0.150021,0.0328807,1
0.0535642,0.336554,0.5,1,2,0.165118,0.165118,0.0389843,1.50794
0.0565681,0.355428,0.5,1,2,0.173996,0.173996,0.0473766,1.73016
0.0588102,0.369515,0.5,1,2,0.180582,0.180582,0.0546245,2.14286
0.0661712,0.415766,0.5,1,2,0.201945,0.201945,0.0653057,2.30159
0.0676687,0.425175,0.5,1,2,0.20624,0.20624,0.073699,2.14286
0.0724869,0.455449,0.5,1,2,0.219933,0.219933,0.0828542,2.23809
0.0755902,0.474947,0.5,1,2,0.228646,0.228646,0.0931539,2.55556
0.0809564,0.508664,0.5,1,2,0.243505,0.243505,0.102309,2.36508
0.0828056,0.520283,0.5,1,2,0.248563,0.248563,0.111846,2.42857
0.0886233,0.556836,0.5,1,2,0.264252,0.264252,0.12329,2.61905
0.0924844,0.581097,0.5,1,2,0.274471,0.274471,0.132827,2.39682
0.0965564,0.606681,0.5,1,2,0.285072,0.285072,0.144272,2.55556
0.0988061,0.620817,0.5,1,2,0.29085,0.29085,0.153809,2.77778
0.106096,0.666621,0.5,1,2,0.309167,0.309167,0.166016,2.80952
0.107646,0.676361,0.5,1,2,0.31298,0.31298,0.176315,2.74603
0.112572,0.707313,0.5,1,2,0.324897,0.324897,0.186233,2.55556
0.117533,0.73848,0.5,1,2,0.336582,0.336582,0.197297,2.65079
0.118796,0.74642,0.5,1,2,0.339507,0.339507,0.207978,2.74603
0.127091,0.798534,0.5,1,2,0.358167,0.358167,0.218659,2.55556
0.127819,0.803111,0.5,1,2,0.35976,0.35976,0.227815,2.55556
0.133392,0.838125,0.5,1,2,0.371695,0.371695,0.239259,2.74603
0.137402,0.86332,0.5,1,2,0.380002,0.380002,0.250321,2.74603
0.1388,0.872106,0.5,1,2,0.382842,0.382842,0.263292,2.61905
0.144538,0.908161,0.5,1,2,0.394187,0.394187,0.270159,2.52381
0.14853,0.933244,0.5,1,2,0.401777,0.401777,0.280458,2.61905
0.152524,0.958334,0.5,1,2,0.409117,0.409117,0.289614,2.46032
0.156632,0.984149,0.5,1,2,0.416401,0.416401,0.29915,2.30159
0.160486,1.00837,0.5,1,2,0.422981,0.422981,0.308687,2.49206
0.162805,1.02294,0.5,1,2,0.42682,0.42682,0.317842,2.33333
0.168646,1.05964,0.5,1,2,0.436089,0.436089,0.326617,2.23809
0.172541,1.08411,0.5,1,2,0.441943,0.441943,0.336154,2.33333
0.176456,1.10871,0.5,1,2,0.447561,0.447561,0.345309,2.20635
0.178799,1.12343,0.5,1,2,0.450795,0.450795,0.35332,2.20635
0.186152,1.16963,0.5,1,2,0.460302,0.460302,0.362094,2.20635
0.187703,1.17937,0.5,1,2,0.462183,0.462183,0.368579,2.01587
0.192901,1.21203,0.5,1,2,0.468165,0.468165,0.377734,2.01587
0.197537,1.24116,0.5,1,2,0.473081,0.473081,0.383838,1.88889
0.19883,1.24929,0.5,1,2,0.47438,0.47438,0.392612,1.88889
0.204509,1.28497,0.5,1,2,0.479714,0.479714,0.397953,1.79365
0.207751,1.30534,0.5,1,2,0.482486,0.482486,0.405964,1.69841
0.212486,1.33509,0.5,1,2,0.486175,0.486175,0.412067,1.76191
0.216569,1.36074,0.5,1,2,0.48901,0.48901,0.418934,1.60318
0.218796,1.37473,0.5,1,2,0.490421,0.490421,0.424656,1.53968
0.226322,1.42203,0.5,1,2,0.494477,0.494477,0.430759,1.53968
0.227926,1.4321,0.5,1,2,0.495198,0.495198,0.436863,1.60318
0.232924,1.46351,0.5,1,2,0.497125,0.497125,0.441059,1.34921
0.23732,1.49113,0.5,1,2,0.498414,0.498414,0.445637,1.09524
0.238794,1.50039,0.5,1,2,0.498761,0.498761,0.450978,1.22222
0.245082,1.53989,0.5,1,2,0.499761,0.499761,0.455174,1.19048
0.248395,1.56071,0.5,1,2,0.499975,0.499975,0.460134,1.19048
0.25249,1.58644,0.5,1,2,0.499939,0.499939,0.46433,1.19048
0.257397,1.61727,0.5,1,2,0.49946,0.49946,0.467381,0.968254
0.258798,1.62608,0.5,1,2,0.499236,0.499236,0.470433,0.777779
0.266878,1.67685,0.5,1,2,0.497191,0.497191,0.473866,0.809525
0.267601,1.68139,0.5,1,2,0.496946,0.496946,0.476918,0.873016
0.273376,1.71767,0.5,1,2,0.494617,0.494617,0.479588,0.777779
0.276398,1.73666,0.5,1,2,0.493138,0.493138,0.480733,0.555557
0.280579,1.76293,0.5,1,2,0.490799,0.490799,0.481496,0.206352
0.282826,1.77705,0.5,1,2,0.489403,0.489403,0.481496,0.111115
0.288645,1.81361,0.5,1,2,0.485333,0.485333,0.481496,0.0476227
0.292475,1.83767,0.5,1,2,0.4823,0.4823,0.481877,0.0793686
0.296428,1.86251,0.5,1,2,0.478876,0.478876,0.48264,0.111115
0.298802,1.87743,0.5,1,2,0.476678,0.476678,0.482259,0.0476227
