time_since_fade_in (s),phase_,amp (rad),freq (Hz),motor_idx,policy_output,command (rad),motor_position (rad),motor_velocity (rad/s)
0.00375407,0.0235875,0.2,1,1,0.00471706,0.00471706,0.00839718,0.0158768
0.00762443,0.0479057,0.2,1,1,0.00957747,0.00957747,0.00839718,0.0158768
0.0117703,0.0739551,0.2,1,1,0.0147775,0.0147775,0.00839718,0.0158768
0.0140119,0.0880395,0.2,1,1,0.0175852,0.0175852,0.00839718,0.0158768
0.019608,0.123201,0.2,1,1,0.0245779,0.0245779,0.00839718,0.0158768
0.0237359,0.149137,0.2,1,1,0.029717,0.029717,0.00839718,0.0158768
0.0277414,0.174304,0.2,1,1,0.0346846,0.0346846,0.00839718,0.0158768
0.0300002,0.188497,0.2,1,1,0.0374765,0.0374765,0.00839718,0.0158768
0.037261,0.234118,0.2,1,1,0.046397,0.046397,0.00839718,0.0476227
0.038783,0.243681,0.2,1,1,0.0482553,0.0482553,0.00839718,0.0476227
0.0437248,0.274731,0.2,1,1,0.0542576,0.0542576,0.00839718,0.0158768
0.048459,0.304477,0.2,1,1,0.0599588,0.0599588,0.00877865,0.0476227
0.0500191,0.314279,0.2,1,1,0.0618262,0.0618262,0.00992306,0.174606
0.0557569,0.350331,0.2,1,1,0.0686418,0.0686418,0.0118304,0.365082
0.059607,0.374522,0.2,1,1,0.0731655,0.0731655,0.0148822,0.523811
0.0637118,0.400313,0.2,1,1,0.0779414,0.0779414,0.016408,0.587303
0.0687865,0.432198,0.2,1,1,0.0837736,0.0837736,0.0183154,0.555557
0.070009,0.43988,0.2,1,1,0.0851661,0.0851661,0.0206042,0.492065
0.0784447,0.492883,0.2,1,1,0.0946335,0.0946335,0.0232745,0.587303
0.079182,0.497515,0.2,1,1,0.0954487,0.0954487,0.0267077,0.746033
0.0837194,0.526024,0.2,1,1,0.10042,0.10042,0.0316668,1.03175
0.0874833,0.549674,0.2,1,1,0.104482,0.104482,0.0354825,1.12698
0.0900088,0.565542,0.2,1,1,0.107175,0.107175,0.0404416,0.968254
0.0982134,0.617093,0.2,1,1,0.115733,0.115733,0.0427304,0.904762
0.0989386,0.621649,0.2,1,1,0.116475,0.116475,0.0461636,0.873016
0.103726,0.651731,0.2,1,1,0.121313,0.121313,0.0492154,0.809525
0.107633,0.676277,0.2,1,1,0.125179,0.125179,0.0530301,0.873016
0.112609,0.707542,0.2,1,1,0.129994,0.129994,0.0591336,1.12698
0.114014,0.716372,0.2,1,1,0.131331,0.131331,0.0625668,1.19048
0.11952,0.750966,0.2,1,1,0.136469,0.136469,0.0660001,1.09524
0.12372,0.777356,0.2,1,1,0.140279,0.140279,0.0690518,0.873016
0.126774,0.796543,0.2,1,1,0.142989,0.142989,0.073248,0.904762
0.131695,0.827466,0.2,1,1,0.147244,0.147244,0.0770627,1
0.134006,0.841988,0.2,1,1,0.149194,0.149194,0.0804959,0.936508
0.140084,0.880175,0.2,1,1,0.15417,0.15417,0.0846921,0.936508
0.143641,0.902526,0.2,1,1,0.156979,0.156979,0.0892697,1.06349
0.148337,0.932029,0.2,1,1,0.160566,0.160566,0.09194,0.968254
0.15168,0.953035,0.2,1,1,0.163035,0.163035,0.0961362,0.873016
0.154031,0.967804,0.2,1,1,0.164728,0.164728,0.0995704,0.936508
0.159758,1.00379,0.2,1,1,0.168703,0.168703,0.103767,1.03175
0.163796,1.02916,0.2,1,1,0.171373,0.171373,0.1072,0.936508
0.167638,1.0533,0.2,1,1,0.173812,0.173812,0.110252,0.809525
0.171849,1.07976,0.2,1,1,0.176369,0.176369,0.114066,0.904762
0.174014,1.09336,0.2,1,1,0.177635,0.177635,0.118262,1
0.182327,1.14559,0.2,1,1,0.182191,0.182191,0.121696,0.936508
0.183067,1.15024,0.2,1,1,0.182573,0.182573,0.124747,0.84127
0.188386,1.18366,0.2,1,1,0.185199,0.185199,0.128562,0.904762
0.190021,1.19394,0.2,1,1,0.185965,0.185965,0.131995,0.904762
0.195772,1.23007,0.2,1,1,0.188502,0.188502,0.13581,0.809525
0.198988,1.25028,0.2,1,1,0.189815,0.189815,0.137336,0.682541
0.20536,1.29031,0.2,1,1,0.192184,0.192184,0.140769,0.746033
0.208131,1.30773,0.2,1,1,0.193119,0.193119,0.144202,0.873016
0.210005,1.3195,0.2,1,1,0.193718,0.193718,0.146491,0.777779
0.218283,1.37151,0.2,1,1,0.196042,0.196042,0.149161,0.650795
0.218993,1.37597,0.2,1,1,0.196216,0.196216,0.15145,0.619049
0.223838,1.40641,0.2,1,1,0.197304,0.197304,0.153358,0.555557
0.227698,1.43067,0.2,1,1,0.19804,0.19804,0.156028,0.587303
0.230009,1.44519,0.2,1,1,0.198424,0.198424,0.159462,0.650795
0.2363,1.48472,0.2,1,1,0.199259,0.199259,0.161369,0.650795
0.238933,1.50126,0.2,1,1,0.199517,0.199517,0.163658,0.650795
0.243695,1.53118,0.2,1,1,0.199843,0.199843,0.166329,0.650795
0.248299,1.56011,0.2,1,1,0.199989,0.199989,0.168617,0.619049
0.25002,1.57092,0.2,1,1,0.2,0.2,0.170906,0.587303
0.256256,1.6101,0.2,1,1,0.199846,0.199846,0.173195,0.587303
0.258891,1.62666,0.2,1,1,0.199688,0.199688,0.174339,0.492065
0.263746,1.65717,0.2,1,1,0.199254,0.199254,0.175484,0.30159
0.268012,1.68397,0.2,1,1,0.198721,0.198721,0.175865,0.206352
0.270032,1.69666,0.2,1,1,0.198418,0.198418,0.176247,0.111115
0.277263,1.74209,0.2,1,1,0.197073,0.197073,0.176247,0.0793686
0.278914,1.75247,0.2,1,1,0.196709,0.196709,0.176628,0.0793686
0.284789,1.78938,0.2,1,1,0.195241,0.195241,0.17701,0.14286
0.287406,1.80583,0.2,1,1,0.194502,0.194502,0.178154,0.206352
0.290002,1.82214,0.2,1,1,0.193716,0.193716,0.178917,0.206352
0.296237,1.86131,0.2,1,1,0.191619,0.191619,0.180061,0.206352
0.298848,1.87772,0.2,1,1,0.190654,0.190654,0.180824,0.238098
0.304487,1.91315,0.2,1,1,0.188393,0.188393,0.181969,0.30159
0.307581,1.93259,0.2,1,1,0.187053,0.187053,0.183113,0.30159
0.311668,1.95827,0.2,1,1,0.185173,0.185173,0.183876,0.269844
0.314002,1.97293,0.2,1,1,0.184045,0.184045,0.184639,0.206352
0.322196,2.02442,0.2,1,1,0.179773,0.179773,0.185021,0.14286
0.322918,2.02895,0.2,1,1,0.179374,0.179374,0.185402,0.111115
0.327846,2.05991,0.2,1,1,0.17655,0.17655,0.185402,0.0476227
0.330016,2.07355,0.2,1,1,0.175252,0.175252,0.185402,0.0158768
0.33718,2.11856,0.2,1,1,0.170738,0.170738,0.185402,0.0158768
0.338845,2.12902,0.2,1,1,0.169639,0.169639,0.185021,-0.0158768
0.343726,2.15969,0.2,1,1,0.166311,0.166311,0.185021,-0.0158768
0.348248,2.1881,0.2,1,1,0.163088,0.163088,0.185021,0.0158768
0.349993,2.19907,0.2,1,1,0.161808,0.161808,0.185021,0.0158768
0.357407,2.24566,0.2,1,1,0.156159,0.156159,0.185021,0.0158768
0.358116,2.25011,0.2,1,1,0.155601,0.155601,0.185021,0.0158768
0.364165,2.28811,0.2,1,1,0.150714,0.150714,0.184639,-0.0158768
0.366842,2.30494,0.2,1,1,0.148481,0.148481,0.184258,-0.0476227
0.371692,2.33541,0.2,1,1,0.14433,0.14433,0.183876,-0.0476227
0.374003,2.34993,0.2,1,1,0.142304,0.142304,0.183113,-0.111115
0.379845,2.38664,0.2,1,1,0.137051,0.137051,0.18235,-0.174606
0.383715,2.41095,0.2,1,1,0.13347,0.13347,0.181206,-0.238098
0.387941,2.43751,0.2,1,1,0.129467,0.129467,0.180443,-0.206352
0.391915,2.46247,0.2,1,1,0.125621,0.125621,0.179298,-0.206352
0.393999,2.47557,0.2,1,1,0.123573,0.123573,0.177773,-0.30159
0.399831,2.51221,0.2,1,1,0.117729,0.117729,0.175484,-0.428574
0.403667,2.53632,0.2,1,1,0.113798,0.113798,0.172813,-0.587303
0.406801,2.55601,0.2,1,1,0.110537,0.110537,0.168617,-0.84127
0.41187,2.58785,0.2,1,1,0.105174,0.105174,0.165184,-0.936508
0.414003,2.60126,0.2,1,1,0.102885,0.102885,0.162132,-0.809525
0.419813,2.63777,0.2,1,1,0.0965562,0.0965562,0.159844,-0.650795
0.423653,2.66189,0.2,1,1,0.0923031,0.0923031,0.157554,-0.619049
0.42718,2.68405,0.2,1,1,0.0883483,0.0883483,0.154121,-0.682541
0.431701,2.71246,0.2,1,1,0.0832168,0.0832168,0.15145,-0.746033
0.434,2.7269,0.2,1,1,0.0805818,0.0805818,0.14878,-0.682541
0.439555,2.76181,0.2,1,1,0.0741441,0.0741441,0.145728,-0.682541
0.443611,2.78729,0.2,1,1,0.0693875,0.0693875,0.142676,-0.746033
0.447887,2.81415,0.2,1,1,0.0643236,0.0643236,0.138862,-0.809525
0.451645,2.83777,0.2,1,1,0.0598335,0.0598335,0.13581,-0.809525
0.454001,2.85257,0.2,1,1,0.0570026,0.0570026,0.134666,-0.555557
0.460468,2.89321,0.2,1,1,0.0491676,0.0491676,0.131614,-0.523811
0.463876,2.91462,0.2,1,1,0.0450054,0.0450054,0.127799,-0.777779
0.467011,2.93432,0.2,1,1,0.0411585,0.0411585,0.12284,-1.03175
0.471833,2.96462,0.2,1,1,0.0352107,0.0352107,0.119025,-1.09524
0.474767,2.98305,0.2,1,1,0.0315765,0.0315765,0.115211,-1
0.479647,3.01371,0.2,1,1,0.0255067,0.0255067,0.111396,-0.968254
0.484784,3.04599,0.2,1,1,0.0190923,0.0190923,0.107581,-0.936508
0.486741,3.05828,0.2,1,1,0.0166428,0.0166428,0.104911,-0.777779
0.492264,3.09299,0.2,1,1,0.0097175,0.0097175,0.0999518,-0.873016
0.494776,3.10877,0.2,1,1,0.00656331,0.00656331,0.0949918,-1.19048
0.499687,3.13963,0.2,1,1,0.000393405,0.000393405,0.0904141,-1.22222
0.503801,3.16547,0.2,1,1,-0.00477574,-0.00477574,0.085455,-1.15873
0.507989,3.19179,0.2,1,1,-0.0100356,-0.0100356,0.0804959,-1.19048
0.510001,3.20443,0.2,1,1,-0.0125592,-0.0125592,0.0766812,-1.12698
0.517405,3.25095,0.2,1,1,-0.0218288,-0.0218288,0.072485,-1.03175
0.518235,3.25617,0.2,1,1,-0.022865,-0.022865,0.0682889,-1.03175
0.526391,3.30741,0.2,1,1,-0.0330122,-0.0330122,0.0644742,-1
0.527104,3.31189,0.2,1,1,-0.0338957,-0.0338957,0.060278,-0.936508
0.531979,3.34252,0.2,1,1,-0.0399158,-0.0399158,0.0549374,-1.09524
0.536442,3.37057,0.2,1,1,-0.0453958,-0.0453958,0.0503598,-1.22222
0.537994,3.38032,0.2,1,1,-0.0472926,-0.0472926,0.0450192,-1.09524
0.545052,3.42466,0.2,1,1,-0.0558612,-0.0558612,0.0412045,-1.12698
0.54699,3.43684,0.2,1,1,-0.0581953,-0.0581953,0.0362454,-1.19048
0.551766,3.46685,0.2,1,1,-0.0639098,-0.0639098,0.0312854,-1.22222
0.555644,3.49122,0.2,1,1,-0.0685089,-0.0685089,0.0255633,-1.31746
0.560235,3.52006,0.2,1,1,-0.073899,-0.073899,0.0213671,-1.25397
0.562769,3.53598,0.2,1,1,-0.0768487,-0.0768487,0.0175525,-1
0.568113,3.56956,0.2,1,1,-0.0830049,-0.0830049,0.0125933,-1.06349
0.570007,3.58146,0.2,1,1,-0.085164,-0.085164,0.00763424,-1.19048
0.576187,3.62029,0.2,1,1,-0.0921245,-0.0921245,0.00343807,-1.12698
0.578764,3.63648,0.2,1,1,-0.0949871,-0.0949871,-0.000758095,-1.03175
