time_since_fade_in (s),phase_,amp (rad),freq (Hz),motor_idx,policy_output,command (rad),motor_position (rad),motor_velocity (rad/s)
0.00330566, 0.0415401, 0.5, 2, 0, 0.5, 0.5, 0.0472625, 0.0158768
0.00752575, 0.0945713, 0.5, 2, 0, 0.5, 0.5, 0.0472625, 0.0158768
0.0117169, 0.147239, 0.5, 2, 0, 0.5, 0.5, 0.0472625, 0.0158768
0.0135091, 0.16976, 0.5, 2, 0, 0.5, 0.5, 0.0472625, 0.0158768
0.0191161, 0.24022, 0.5, 2, 0, 0.5, 0.5, 0.0472625, 0.0158768
0.0232344, 0.291972, 0.5, 2, 0, 0.5, 0.5, 0.0487883, 0.14286
0.0262859, 0.330318, 0.5, 2, 0, 0.5, 0.5, 0.059851, 1.34921
0.0318095, 0.39973, 0.5, 2, 0, 0.5, 0.5, 0.0766356, 3.25397
0.0354839, 0.445904, 0.5, 2, 0, 0.5, 0.5, 0.097235, 4.55556
0.0382513, 0.48068, 0.5, 2, 0, 0.5, 0.5, 0.123557, 5.66667
0.0436325, 0.548303, 0.5, 2, 0, 0.5, 0.5, 0.154075, 6.93651
0.0464875, 0.584179, 0.5, 2, 0, 0.5, 0.5, 0.184975, 7.63492
0.0516854, 0.649498, 0.5, 2, 0, 0.5, 0.5, 0.215493, 7.76191
0.0534822, 0.672078, 0.5, 2, 0, 0.5, 0.5, 0.2483, 7.88889
0.0591254, 0.742992, 0.5, 2, 0, 0.5, 0.5, 0.277292, 7.76191
0.0634124, 0.796864, 0.5, 2, 0, 0.5, 0.5, 0.30247, 7
0.0672379, 0.844937, 0.5, 2, 0, 0.5, 0.5, 0.327265, 6.33333
0.0712807, 0.895739, 0.5, 2, 0, 0.5, 0.5, 0.348246, 5.76191
0.076505, 0.96139, 0.5, 2, 0, 0.5, 0.5, 0.366939, 5.09524
0.0774909, 0.97378, 0.5, 2, 0, 0.5, 0.5, 0.382579, 4.36508
0.0845847, 1.06292, 0.5, 2, 0, 0.5, 0.5, 0.395931, 3.69841
0.0862629, 1.08401, 0.5, 2, 0, 0.5, 0.5, 0.407375, 3.19048
0.0917943, 1.15352, 0.5, 2, 0, 0.5, 0.5, 0.416911, 2.68254
0.0943784, 1.18599, 0.5, 2, 0, 0.5, 0.5, 0.426449, 2.46032
0.0990395, 1.24457, 0.5, 2, 0, 0.5, 0.5, 0.433697, 2.1746
0.103167, 1.29643, 0.5, 2, 0, 0.5, 0.5, 0.440563, 1.8254
0.106636, 1.34002, 0.5, 2, 0, 0.5, 0.5, 0.446667, 1.66667
0.111689, 1.40353, 0.5, 2, 0, 0.5, 0.5, 0.453152, 1.57143
0.11515, 1.44702, 0.5, 2, 0, 0.5, 0.5, 0.45773, 1.44444
0.118357, 1.48732, 0.5, 2, 0, 0.5, 0.5, 0.462307, 1.19048
0.123681, 1.55422, 0.5, 2, 0, 0.5, 0.5, 0.467266, 1.19048
0.126397, 1.58835, 0.5, 2, 0, 0.5, 0.5, 0.471081, 1.15873
0.131715, 1.65519, 0.5, 2, 0, 0.5, 0.5, 0.474514, 0.904762
0.133488, 1.67745, 0.5, 2, 0, 0.5, 0.5, 0.477566, 0.84127
0.139157, 1.7487, 0.5, 2, 0, 0.5, 0.5, 0.480999, 0.809525
0.143334, 1.80119, 0.5, 2, 0, 0.5, 0.5, 0.483288, 0.777779
0.14739, 1.85216, 0.5, 2, 0, 0.5, 0.5, 0.485196, 0.619049
0.151385, 1.90236, 0.5, 2, 0, 0.5, 0.5, 0.487485, 0.492065
0.156408, 1.96548, 0.5, 2, 0, 0.5, 0.5, 0.489393, 0.523811
0.157488, 1.97905, 0.5, 2, 0, 0.5, 0.5, 0.4913, 0.523811
0.164445, 2.06648, 0.5, 2, 0, 0.5, 0.5, 0.492444, 0.396828
0.168297, 2.11488, 0.5, 2, 0, 0.5, 0.5, 0.494352, 0.396828
0.169509, 2.13012, 0.5, 2, 0, 0.5, 0.5, 0.495496, 0.428574
0.176505, 2.21803, 0.5, 2, 0, 0.5, 0.5, 0.496259, 0.30159
0.177487, 2.23036, 0.5, 2, 0, 0.5, 0.5, 0.497022, 0.206352
0.183402, 2.30469, 0.5, 2, 0, 0.5, 0.5, 0.497785, 0.174606
0.18746, 2.35569, 0.5, 2, 0, 0.5, 0.5, 0.497785, 0.14286
0.191645, 2.40828, 0.5, 2, 0, 0.5, 0.5, 0.498166, 0.0793686
0.193485, 2.43141, 0.5, 2, 0, 0.5, 0.5, 0.498548, 0.0793686
0.199203, 2.50326, 0.5, 2, 0, 0.5, 0.5, 0.498929, 0.0793686
0.20328, 2.55449, 0.5, 2, 0, 0.5, 0.5, 0.498929, 0.0476227
