time_since_fade_in (s),phase_,amp (rad),freq (Hz),motor_idx,policy_output,command (rad),motor_position (rad),motor_velocity (rad/s)
0.00393863,0.0247471,0.5,1,2,0.0123723,0.0123723,-0.00397526,0.00127181
0.0079423,0.0499029,0.5,1,2,0.0249411,0.0249411,-0.00322137,0.349691
0.0119029,0.0747883,0.5,1,2,0.0373593,0.0373593,-0.000547926,0.638272
0.0161483,0.101463,0.5,1,2,0.0506443,0.0506443,0.00404568,0.864444
0.0199739,0.1255,0.5,1,2,0.0625854,0.0625854,0.00704336,1.15402
0.0240633,0.151194,0.5,1,2,0.0753094,0.0753094,0.0125,1.35252
0.0280138,0.176016,0.5,1,2,0.0875541,0.0875541,0.0190846,1.53572
0.0318728,0.200263,0.5,1,2,0.0994633,0.0994633,0.0261722,1.68858
0.0361311,0.227018,0.5,1,2,0.112537,0.112537,0.0336365,1.8208
0.0401049,0.251986,0.5,1,2,0.124664,0.124664,0.0415071,1.97455
0.0439531,0.276165,0.5,1,2,0.136334,0.136334,0.0494409,2.09834
0.0479573,0.301325,0.5,1,2,0.148393,0.148393,0.0607826,2.11209
0.0524823,0.329756,0.5,1,2,0.161906,0.161906,0.0707166,2.17403
0.0559684,0.35166,0.5,1,2,0.172228,0.172228,0.0773525,2.36549
0.0600726,0.377447,0.5,1,2,0.184274,0.184274,0.087483,2.38215
0.064143,0.403022,0.5,1,2,0.1961,0.1961,0.0970727,2.45325
0.0679734,0.42709,0.5,1,2,0.207112,0.207112,0.107651,2.49107
0.0720683,0.452819,0.5,1,2,0.218751,0.218751,0.118045,2.50902
0.075931,0.477088,0.5,1,2,0.229597,0.229597,0.129572,2.5129
0.0799414,0.502287,0.5,1,2,0.240715,0.240715,0.139016,2.55155
0.0840985,0.528406,0.5,1,2,0.252079,0.252079,0.151928,2.50139
0.0879817,0.552805,0.5,1,2,0.262538,0.262538,0.162133,2.53301
0.0920414,0.578313,0.5,1,2,0.273306,0.273306,0.172886,2.52473
0.0961391,0.60406,0.5,1,2,0.283994,0.283994,0.183633,2.52482
0.100122,0.629088,0.5,1,2,0.294204,0.294204,0.191299,2.6064
0.103873,0.652652,0.5,1,2,0.303648,0.303648,0.202332,2.58909
0.107912,0.67803,0.5,1,2,0.31363,0.31363,0.213203,2.54673
0.112109,0.704404,0.5,1,2,0.32379,0.32379,0.223959,2.52326
0.116082,0.729367,0.5,1,2,0.333199,0.333199,0.234893,2.50012
0.119973,0.753813,0.5,1,2,0.342212,0.342212,0.244921,2.4807
0.124147,0.780039,0.5,1,2,0.351654,0.351654,0.254846,2.45343
0.127951,0.803939,0.5,1,2,0.360047,0.360047,0.265193,2.42664
0.131945,0.829036,0.5,1,2,0.36864,0.36864,0.275575,2.36786
0.135968,0.85431,0.5,1,2,0.377059,0.377059,0.285742,2.32082
0.140093,0.88023,0.5,1,2,0.385443,0.385443,0.295252,2.28773
0.143955,0.904495,0.5,1,2,0.393056,0.393056,0.30486,2.25133
0.147945,0.929568,0.5,1,2,0.400681,0.400681,0.311576,2.2724
0.151966,0.954828,0.5,1,2,0.408107,0.408107,0.322784,2.17217
0.155929,0.979731,0.5,1,2,0.415174,0.415174,0.331641,2.12849
0.159926,1.00485,0.5,1,2,0.42204,0.42204,0.340095,2.08694
0.163932,1.03002,0.5,1,2,0.428654,0.428654,0.348584,2.03888
0.16805,1.05589,0.5,1,2,0.43517,0.43517,0.356868,1.98921
0.171915,1.08017,0.5,1,2,0.441019,0.441019,0.364761,1.94798
0.175908,1.10526,0.5,1,2,0.446791,0.446791,0.373197,1.87195
0.179912,1.13042,0.5,1,2,0.452296,0.452296,0.380954,1.81264
0.18393,1.15567,0.5,1,2,0.457532,0.457532,0.388284,1.75829
0.18785,1.18029,0.5,1,2,0.462359,0.462359,0.39331,1.76017
0.191848,1.20541,0.5,1,2,0.466994,0.466994,0.400393,1.69742
0.19584,1.2305,0.5,1,2,0.471327,0.471327,0.407697,1.61862
0.200042,1.2569,0.5,1,2,0.475569,0.475569,0.415567,1.51413
0.203944,1.28141,0.5,1,2,0.47921,0.47921,0.421216,1.47111
0.207932,1.30648,0.5,1,2,0.482635,0.482635,0.426527,1.42156
0.211986,1.33195,0.5,1,2,0.485806,0.485806,0.432466,1.34775
0.21586,1.35629,0.5,1,2,0.488541,0.488541,0.437575,1.28989
0.219984,1.3822,0.5,1,2,0.491134,0.491134,0.442562,1.22329
0.224096,1.40804,0.5,1,2,0.493392,0.493392,0.447407,1.15662
0.228066,1.43298,0.5,1,2,0.495259,0.495259,0.452186,1.08203
0.231949,1.45738,0.5,1,2,0.496787,0.496787,0.456026,1.02322
0.236085,1.48337,0.5,1,2,0.49809,0.49809,0.461048,0.920296
0.239963,1.50773,0.5,1,2,0.499006,0.499006,0.463769,0.877248
0.244023,1.53324,0.5,1,2,0.499648,0.499648,0.46716,0.804731
0.248014,1.55832,0.5,1,2,0.499961,0.499961,0.470899,0.713094
0.251907,1.58278,0.5,1,2,0.499964,0.499964,0.473356,0.649504
0.255934,1.60808,0.5,1,2,0.499652,0.499652,0.475803,0.577201
0.259876,1.63285,0.5,1,2,0.499038,0.499038,0.477949,0.50446
0.263893,1.65809,0.5,1,2,0.498096,0.498096,0.47975,0.432982
0.267941,1.68352,0.5,1,2,0.496827,0.496827,0.481296,0.359375
0.272015,1.70912,0.5,1,2,0.495224,0.495224,0.482598,0.283301
0.27597,1.73397,0.5,1,2,0.493358,0.493358,0.483571,0.208024
0.279881,1.75855,0.5,1,2,0.491213,0.491213,0.484108,0.156456
0.284005,1.78445,0.5,1,2,0.488631,0.488631,0.484713,0.0880126
0.287963,1.80932,0.5,1,2,0.485843,0.485843,0.484891,0.0436754
0.291926,1.83423,0.5,1,2,0.482751,0.482751,0.484826,-0.0302797
0.295873,1.85902,0.5,1,2,0.479375,0.479375,0.484424,-0.108266
0.299876,1.88418,0.5,1,2,0.475648,0.475648,0.48369,-0.186418
0.30387,1.90927,0.5,1,2,0.471631,0.471631,0.482622,-0.265022
0.307991,1.93516,0.5,1,2,0.467175,0.467175,0.481327,-0.345117
0.311988,1.96028,0.5,1,2,0.462553,0.462553,0.47962,-0.42663
0.316075,1.98596,0.5,1,2,0.457526,0.457526,0.477592,-0.50331
0.319856,2.00971,0.5,1,2,0.452607,0.452607,0.475291,-0.583121
0.324049,2.03606,0.5,1,2,0.446851,0.446851,0.472579,-0.649322
0.327881,2.06014,0.5,1,2,0.441321,0.441321,0.469609,-0.731368
0.332209,2.08733,0.5,1,2,0.434767,0.434767,0.46635,-0.798563
0.336237,2.11264,0.5,1,2,0.42838,0.42838,0.461787,-0.858354
0.340764,2.14108,0.5,1,2,0.420873,0.420873,0.457604,-0.922964
0.343865,2.16057,0.5,1,2,0.415534,0.415534,0.454899,-1.05593
0.347956,2.18627,0.5,1,2,0.408249,0.408249,0.449653,-1.06803
0.351985,2.21159,0.5,1,2,0.400811,0.400811,0.44566,-1.16223
0.356059,2.23718,0.5,1,2,0.39303,0.39303,0.440475,-1.23085
0.359876,2.26117,0.5,1,2,0.385505,0.385505,0.435522,-1.31326
