time_since_fade_in (s),phase_,amp (rad),freq (Hz),motor_idx,policy_output,command (rad),motor_position (rad),motor_velocity (rad/s)
0.00396394,0.0249062,0.5,1,2,0.0124518,0.0124518,-0.00421411,0.000893546
0.00777935,0.0488791,0.5,1,2,0.0244298,0.0244298,-0.00391852,0.150119
0.0117778,0.0740021,0.5,1,2,0.0369673,0.0369673,-0.00273241,0.394644
0.0157722,0.0990994,0.5,1,2,0.0494687,0.0494687,-0.000671732,0.653727
0.0197731,0.124238,0.5,1,2,0.0619594,0.0619594,0.00286801,0.944986
0.0237702,0.149353,0.5,1,2,0.0743991,0.0743991,0.00748551,1.20746
0.0277913,0.174618,0.5,1,2,0.086866,0.086866,0.0128637,1.43861
0.0317705,0.19962,0.5,1,2,0.0991483,0.0991483,0.0191302,1.65139
0.0358115,0.225011,0.5,1,2,0.111558,0.111558,0.0263844,1.84305
0.0397963,0.250047,0.5,1,2,0.123725,0.123725,0.034573,2.01141
0.0440059,0.276497,0.5,1,2,0.136494,0.136494,0.0425437,2.14674
0.0479905,0.301533,0.5,1,2,0.148492,0.148492,0.0514828,2.28169
0.0519868,0.326642,0.5,1,2,0.160432,0.160432,0.0616283,2.39286
0.055807,0.350646,0.5,1,2,0.171752,0.171752,0.0714379,2.47483
0.0598557,0.376084,0.5,1,2,0.183641,0.183641,0.0815344,2.5378
0.0638024,0.400882,0.5,1,2,0.195115,0.195115,0.0916096,2.59496
0.0677921,0.42595,0.5,1,2,0.206593,0.206593,0.102154,2.64231
0.0718006,0.451136,0.5,1,2,0.217994,0.217994,0.110182,2.68795
0.0758027,0.476282,0.5,1,2,0.229239,0.229239,0.121674,2.74395
0.0798263,0.501564,0.5,1,2,0.240399,0.240399,0.132221,2.77602
0.0839624,0.527551,0.5,1,2,0.25171,0.25171,0.146223,2.77642
0.0878051,0.551696,0.5,1,2,0.262066,0.262066,0.157087,2.76651
0.0919171,0.577532,0.5,1,2,0.272979,0.272979,0.168182,2.75235
0.0959988,0.603179,0.5,1,2,0.283631,0.283631,0.178956,2.74444
0.0998069,0.627105,0.5,1,2,0.293402,0.293402,0.18888,2.74445
0.104589,0.657151,0.5,1,2,0.305432,0.305432,0.203965,2.69166
0.108565,0.682132,0.5,1,2,0.315225,0.315225,0.214469,2.66955
0.11194,0.703342,0.5,1,2,0.323385,0.323385,0.221698,2.67103
0.115934,0.728432,0.5,1,2,0.33285,0.33285,0.232944,2.65371
0.119884,0.753252,0.5,1,2,0.342007,0.342007,0.243294,2.62899
