time_since_fade_in (s),phase_,amp (rad),freq (Hz),motor_idx,policy_output,command (rad),motor_position (rad),motor_velocity (rad/s)
0.0038609, 0.0485175, 0.5, 2, 0, 0.5, 0.5, 0.0244586, -0.00503688
0.00790081, 0.0992845, 0.5, 2, 0, 0.5, 0.5, 0.0284543, 1.94792
0.0125151, 0.15727, 0.5, 2, 0, 0.5, 0.5, 0.0405777, 3.91025
0.0157705, 0.198178, 0.5, 2, 0, 0.5, 0.5, 0.0617178, 5.53171
0.019779, 0.24855, 0.5, 2, 0, 0.5, 0.5, 0.0782349, 6.20189
0.024433, 0.307034, 0.5, 2, 0, 0.5, 0.5, 0.115365, 6.92815
0.0281441, 0.353669, 0.5, 2, 0, 0.5, 0.5, 0.14206, 7.08091
0.032011, 0.402262, 0.5, 2, 0, 0.5, 0.5, 0.170351, 7.03628
0.0357992, 0.449866, 0.5, 2, 0, 0.5, 0.5, 0.196771, 6.85488
0.0398408, 0.500655, 0.5, 2, 0, 0.5, 0.5, 0.215692, 6.65984
0.0437729, 0.550067, 0.5, 2, 0, 0.5, 0.5, 0.241653, 6.31969
0.0477906, 0.600554, 0.5, 2, 0, 0.5, 0.5, 0.273194, 5.81239
0.0518353, 0.651382, 0.5, 2, 0, 0.5, 0.5, 0.295599, 5.39912
0.0558505, 0.701838, 0.5, 2, 0, 0.5, 0.5, 0.316838, 4.97215
0.0598142, 0.751648, 0.5, 2, 0, 0.5, 0.5, 0.334971, 4.58319
0.0637781, 0.80146, 0.5, 2, 0, 0.5, 0.5, 0.352905, 4.17818
0.0684716, 0.86044, 0.5, 2, 0, 0.5, 0.5, 0.368079, 3.82084
0.0719294, 0.903891, 0.5, 2, 0, 0.5, 0.5, 0.381586, 3.49214
0.0758758, 0.953484, 0.5, 2, 0, 0.5, 0.5, 0.396121, 3.12778
0.079912, 1.0042, 0.5, 2, 0, 0.5, 0.5, 0.408279, 2.81489
0.084523, 1.06215, 0.5, 2, 0, 0.5, 0.5, 0.418701, 2.54101
0.0885424, 1.11266, 0.5, 2, 0, 0.5, 0.5, 0.428101, 2.28964
