time_since_fade_in (s),phase_,amp (rad),freq (Hz),motor_idx,policy_output,command (rad),motor_position (rad),motor_velocity (rad/s)
0.00428057,0.0268956,0.5,1,2,0.0134462,0.0134462,-0.0041497,0.000729769
0.00838606,0.0526912,0.5,1,2,0.0263334,0.0263334,-0.00391586,0.100596
0.0122918,0.0772319,0.5,1,2,0.0385776,0.0385776,-0.00320615,0.253645
0.0158432,0.099546,0.5,1,2,0.0496908,0.0496908,-0.00223397,0.400215
0.0198531,0.12474,0.5,1,2,0.0622086,0.0622086,-0.000106785,0.607854
0.0245144,0.154028,0.5,1,2,0.07671,0.07671,0.00376545,0.838911
0.028021,0.176061,0.5,1,2,0.0875764,0.0875764,0.00643586,0.984021
0.0318719,0.200257,0.5,1,2,0.0994607,0.0994607,0.0106829,1.16469
0.0358427,0.225207,0.5,1,2,0.111654,0.111654,0.0165338,1.34317
0.0399705,0.251142,0.5,1,2,0.124255,0.124255,0.0220874,1.47865
0.0439352,0.276053,0.5,1,2,0.13628,0.13628,0.027683,1.60609
0.0481467,0.302515,0.5,1,2,0.148961,0.148961,0.0359944,1.74798
0.0518605,0.325849,0.5,1,2,0.160057,0.160057,0.0426884,1.84747
0.0559463,0.351521,0.5,1,2,0.172163,0.172163,0.0495417,1.93817
0.0599359,0.376589,0.5,1,2,0.183875,0.183875,0.0569312,2.03257
0.063864,0.401269,0.5,1,2,0.195294,0.195294,0.0665694,2.12531
0.0678662,0.426416,0.5,1,2,0.206805,0.206805,0.0726198,2.1827
0.0719852,0.452296,0.5,1,2,0.218516,0.218516,0.0822381,2.26436
0.075995,0.47749,0.5,1,2,0.229776,0.229776,0.0921682,2.3268
0.0799765,0.502507,0.5,1,2,0.240812,0.240812,0.103508,2.36744
0.083874,0.526996,0.5,1,2,0.25147,0.25147,0.112349,2.39358
0.08793,0.55248,0.5,1,2,0.2624,0.2624,0.12202,2.42084
0.0924445,0.580846,0.5,1,2,0.274366,0.274366,0.132285,2.44441
0.0967759,0.608061,0.5,1,2,0.285638,0.285638,0.142657,2.47138
0.0998484,0.627366,0.5,1,2,0.293507,0.293507,0.149885,2.50031
0.104039,0.653698,0.5,1,2,0.304063,0.304063,0.161716,2.50782
0.108861,0.683993,0.5,1,2,0.315946,0.315946,0.174787,2.49074
0.111857,0.702816,0.5,1,2,0.323184,0.323184,0.18204,2.50039
0.115845,0.727873,0.5,1,2,0.332642,0.332642,0.189064,2.50719
0.120232,0.75544,0.5,1,2,0.342805,0.342805,0.203416,2.4932
0.12393,0.778677,0.5,1,2,0.351169,0.351169,0.210157,2.49185
0.127963,0.804018,0.5,1,2,0.360075,0.360075,0.220153,2.4882
0.132146,0.830299,0.5,1,2,0.369066,0.369066,0.233059,2.45385
0.135846,0.853543,0.5,1,2,0.376807,0.376807,0.24017,2.44173
0.139933,0.879224,0.5,1,2,0.385122,0.385122,0.251383,2.41343
0.143924,0.904301,0.5,1,2,0.392997,0.392997,0.261481,2.38003
0.147922,0.929424,0.5,1,2,0.400638,0.400638,0.270492,2.3501
0.151843,0.95406,0.5,1,2,0.407885,0.407885,0.280319,2.31498
0.156004,0.980201,0.5,1,2,0.415305,0.415305,0.289757,2.27573
0.159901,1.00469,0.5,1,2,0.421997,0.421997,0.295887,2.25936
0.164238,1.03194,0.5,1,2,0.429148,0.429148,0.308419,2.20064
0.167849,1.05462,0.5,1,2,0.434858,0.434858,0.314992,2.17457
0.172705,1.08514,0.5,1,2,0.442184,0.442184,0.326605,2.10753
0.175944,1.10549,0.5,1,2,0.446842,0.446842,0.332479,2.08313
0.179921,1.13048,0.5,1,2,0.452308,0.452308,0.340744,2.03943
0.183971,1.15592,0.5,1,2,0.457584,0.457584,0.348426,1.99569
0.187921,1.18074,0.5,1,2,0.462444,0.462444,0.35672,1.94399
0.191939,1.20599,0.5,1,2,0.467097,0.467097,0.364404,1.89067
0.195871,1.23069,0.5,1,2,0.47136,0.47136,0.371137,1.8436
0.199864,1.25578,0.5,1,2,0.475396,0.475396,0.378058,1.79329
0.203846,1.2808,0.5,1,2,0.479123,0.479123,0.386516,1.72184
0.207909,1.30633,0.5,1,2,0.482616,0.482616,0.393619,1.65493
0.211903,1.33143,0.5,1,2,0.485744,0.485744,0.400122,1.59209
0.216294,1.35902,0.5,1,2,0.488829,0.488829,0.406373,1.52939
0.220163,1.38333,0.5,1,2,0.491239,0.491239,0.412669,1.46475
0.224145,1.40834,0.5,1,2,0.493417,0.493417,0.418545,1.39867
0.227957,1.4323,0.5,1,2,0.495212,0.495212,0.423479,1.34088
0.232676,1.46194,0.5,1,2,0.497041,0.497041,0.429477,1.26418
0.236248,1.48439,0.5,1,2,0.498135,0.498135,0.434285,1.2004
0.240078,1.50845,0.5,1,2,0.499029,0.499029,0.43735,1.15769
0.243894,1.53243,0.5,1,2,0.499632,0.499632,0.441847,1.091
0.247872,1.55743,0.5,1,2,0.499955,0.499955,0.445765,1.02729
0.251959,1.5831,0.5,1,2,0.499962,0.499962,0.450111,0.949614
0.256318,1.61049,0.5,1,2,0.499606,0.499606,0.454888,0.855139
0.259919,1.63312,0.5,1,2,0.499029,0.499029,0.457209,0.804408
0.26436,1.66102,0.5,1,2,0.497966,0.497966,0.460996,0.714357
0.268062,1.68428,0.5,1,2,0.496784,0.496784,0.4637,0.641531
0.271981,1.70891,0.5,1,2,0.495239,0.495239,0.46536,0.591079
0.27678,1.73906,0.5,1,2,0.492938,0.492938,0.468317,0.490954
0.280391,1.76175,0.5,1,2,0.490912,0.490912,0.470161,0.414348
0.283877,1.78365,0.5,1,2,0.488716,0.488716,0.471418,0.352643
0.287837,1.80853,0.5,1,2,0.485937,0.485937,0.47264,0.28051
0.291877,1.83392,0.5,1,2,0.482791,0.482791,0.473579,0.207549
0.295917,1.8593,0.5,1,2,0.479335,0.479335,0.474185,0.144548
0.300061,1.88534,0.5,1,2,0.475469,0.475469,0.474713,0.0861851
0.30393,1.90965,0.5,1,2,0.471569,0.471569,0.47491,0.0351214
0.308097,1.93583,0.5,1,2,0.467056,0.467056,0.474855,-0.0456819
0.312093,1.96094,0.5,1,2,0.462428,0.462428,0.474515,-0.115407
0.316735,1.9901,0.5,1,2,0.456685,0.456685,0.473885,-0.189414
0.320598,2.01438,0.5,1,2,0.45161,0.45161,0.472882,-0.275427
0.323843,2.03477,0.5,1,2,0.447141,0.447141,0.472016,-0.336253
0.327835,2.05985,0.5,1,2,0.44139,0.44139,0.470484,-0.417161
0.331884,2.08529,0.5,1,2,0.435272,0.435272,0.468228,-0.505566
0.335857,2.11025,0.5,1,2,0.428994,0.428994,0.466037,-0.577344
0.340631,2.14025,0.5,1,2,0.421098,0.421098,0.46303,-0.658061
0.34401,2.16148,0.5,1,2,0.415281,0.415281,0.461232,-0.716958
0.34787,2.18573,0.5,1,2,0.408405,0.408405,0.458003,-0.803868
0.351849,2.21073,0.5,1,2,0.401068,0.401068,0.454429,-0.881465
0.355875,2.23603,0.5,1,2,0.393387,0.393387,0.451014,-0.950733
0.360039,2.26219,0.5,1,2,0.385179,0.385179,0.447333,-1.02412
0.363857,2.28618,0.5,1,2,0.377421,0.377421,0.442942,-1.10344
0.367912,2.31166,0.5,1,2,0.368944,0.368944,0.438466,-1.17571
0.371905,2.33675,0.5,1,2,0.360361,0.360361,0.43358,-1.24944
0.375898,2.36183,0.5,1,2,0.351554,0.351554,0.428667,-1.31922
0.37985,2.38667,0.5,1,2,0.342618,0.342618,0.422233,-1.39468
0.383825,2.41164,0.5,1,2,0.333416,0.333416,0.417228,-1.45106
0.388008,2.43793,0.5,1,2,0.323509,0.323509,0.40988,-1.52196
0.391963,2.46277,0.5,1,2,0.313937,0.313937,0.40364,-1.57942
0.395907,2.48756,0.5,1,2,0.304198,0.304198,0.397821,-1.63713
0.3999,2.51265,0.5,1,2,0.294146,0.294146,0.391271,-1.70253
0.403926,2.53794,0.5,1,2,0.283825,0.283825,0.384642,-1.76712
0.407965,2.56332,0.5,1,2,0.27329,0.27329,0.377214,-1.83431
0.411937,2.58828,0.5,1,2,0.262755,0.262755,0.369519,-1.89681
0.41587,2.61299,0.5,1,2,0.252166,0.252166,0.361579,-1.95454
0.419824,2.63783,0.5,1,2,0.241361,0.241361,0.355619,-2.00533
0.423857,2.66318,0.5,1,2,0.230188,0.230188,0.346785,-2.07685
0.427871,2.68839,0.5,1,2,0.218923,0.218923,0.338103,-2.13483
0.431973,2.71417,0.5,1,2,0.207265,0.207265,0.327444,-2.18472
